# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YCR022C	YCR022C	YCR022C_mRNA	protein_coding	0	0	0	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14
YCR023C	YCR023C	YCR023C_mRNA	protein_coding	0	1	3	21	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	1	16
YCR024C-B	YCR024C-B	YCR024C-B_mRNA	protein_coding	1	1	1	23	0	0	0	0	11	1	0	0	1	0	0	0	0	0	0	0	1	12
YCR025C	YCR025C	YCR025C_mRNA	protein_coding	0	1	2	20	0	0	0	0	13	0	1	0	2	0	0	0	0	0	0	0	0	7
YCR034W	YCR034W	YCR034W_mRNA	protein_coding	0	1	0	20	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	12
YCR038W-A	YCR038W-A	YCR038W-A_mRNA	protein_coding	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7
YCR041W	YCR041W	YCR041W_mRNA	protein_coding	0	2	2	11	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	2	6
YCR043C	YCR043C	YCR043C_mRNA	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
YCR045W-A	YCR045W-A	YCR045W-A_mRNA	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3
YCR047W-A	YCR047W-A	YCR047W-A_mRNA	protein_coding	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4
YCR049C	YCR049C	YCR049C_mRNA	protein_coding	0	0	1	14	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	9
YCR050C	YCR050C	YCR050C_mRNA	protein_coding	0	0	0	15	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	10
YCR051W	YCR051W	YCR051W_mRNA	protein_coding	0	0	2	14	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	6
YCR061W	YCR061W	YCR061W_mRNA	protein_coding	0	1	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	7
YCR064C	YCR064C	YCR064C_mRNA	protein_coding	0	0	1	13	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	4
YCR081C-A	YCR081C-A	YCR081C-A_mRNA	protein_coding	0	0	2	56	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	26
YCR085W	YCR085W	YCR085W_mRNA	protein_coding	0	1	0	50	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	30
YCR087C-A	YCR087C-A	YCR087C-A_mRNA	protein_coding	0	3	0	36	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	3	14
YCR087W	YCR087W	YCR087W_mRNA	protein_coding	1	0	2	36	0	0	0	0	14	0	0	0	2	0	0	0	0	1	0	0	0	22
YCR090C	YCR090C	YCR090C_mRNA	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
YCR095W-A	YCR095W-A	YCR095W-A_mRNA	protein_coding	0	0	0	16	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4
YCR097W-A	YCR097W-A	YCR097W-A_mRNA	protein_coding	0	0	0	36	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	12
YCR099C	YCR099C	YCR099C_mRNA	protein_coding	0	0	0	36	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	10
YCR100C	YCR100C	YCR100C_mRNA	protein_coding	0	0	1	40	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	14
YCR101C	YCR101C	YCR101C_mRNA	protein_coding	0	1	0	41	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	1	15
YCR102C	YCR102C	YCR102C_mRNA	protein_coding	0	0	4	20	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	9
YCR102W-A	YCR102W-A	YCR102W-A_mRNA	protein_coding	0	0	0	19	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	12
YCR108C	YCR108C	YCR108C_mRNA	protein_coding	1	0	1	11	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	3
YCS4	YLR272C	YLR272C_mRNA	protein_coding	0	17	2	94	0	1	0	0	30	0	0	0	1	0	0	0	0	0	0	0	17	64
YCT1	YLL055W	YLL055W_mRNA	protein_coding	0	5	1	52	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	5	45
YDC1	YPL087W	YPL087W_mRNA	protein_coding	0	2	0	50	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	2	41
YDJ1	YNL064C	YNL064C_mRNA	protein_coding	0	2	2	42	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	2	9
YDL007C-A	YDL007C-A	YDL007C-A_mRNA	protein_coding	0	0	0	71	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	23
YDL009C	YDL009C	YDL009C_mRNA	protein_coding	0	1	1	58	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	48
YDL011C	YDL011C	YDL011C_mRNA	protein_coding	0	1	1	53	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	1	44
YDL012C	YDL012C	YDL012C_mRNA	protein_coding	0	1	0	54	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	47
YDL016C	YDL016C	YDL016C_mRNA	protein_coding	0	0	2	12	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	8
YDL022C-A	YDL022C-A	YDL022C-A_mRNA	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
YDL023C	YDL023C	YDL023C_mRNA	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7
YDL025W-A	YDL025W-A	YDL025W-A_mRNA	protein_coding	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8
YDL026W	YDL026W	YDL026W_mRNA	protein_coding	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
YDL032W	YDL032W	YDL032W_mRNA	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
YDL034W	YDL034W	YDL034W_mRNA	protein_coding	1	0	0	12	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	8
YDL041W	YDL041W	YDL041W_mRNA	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
YDL050C	YDL050C	YDL050C_mRNA	protein_coding	0	0	1	39	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	28
YDL057W	YDL057W	YDL057W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
YDL062W	YDL062W	YDL062W_mRNA	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
YDL068W	YDL068W	YDL068W_mRNA	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
YDL071C	YDL071C	YDL071C_mRNA	protein_coding	0	0	0	12	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1
YDL085C-A	YDL085C-A	YDL085C-A_mRNA	protein_coding	0	2	0	50	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	2	16
YDL086C-A	YDL086C-A	YDL086C-A_mRNA	protein_coding	0	1	1	51	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	1	21
YDL086W	YDL086W	YDL086W_mRNA	protein_coding	0	2	1	52	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	2	32
YDL094C	YDL094C	YDL094C_mRNA	protein_coding	1	1	4	60	0	0	0	0	28	0	0	0	4	0	0	0	1	0	0	0	1	32
YDL109C	YDL109C	YDL109C_mRNA	protein_coding	0	9	5	53	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	0	9	26
YDL114W	YDL114W	YDL114W_mRNA	protein_coding	0	3	2	61	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	3	30
YDL114W-A	YDL114W-A	YDL114W-A_mRNA	protein_coding	0	0	0	57	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	29
YDL118W	YDL118W	YDL118W_mRNA	protein_coding	0	0	0	37	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	6
YDL121C	YDL121C	YDL121C_mRNA	protein_coding	0	0	0	36	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	18
YDL124W	YDL124W	YDL124W_mRNA	protein_coding	0	2	7	39	0	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	2	33
YDL129W	YDL129W	YDL129W_mRNA	protein_coding	0	4	3	76	0	0	0	0	42	0	0	0	3	0	0	0	0	0	0	0	4	34
YDL144C	YDL144C	YDL144C_mRNA	protein_coding	0	3	2	45	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	3	28
YDL152W	YDL152W	YDL152W_mRNA	protein_coding	0	0	2	70	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	32
YDL157C	YDL157C	YDL157C_mRNA	protein_coding	0	0	1	60	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	40
YDL158C	YDL158C	YDL158C_mRNA	protein_coding	1	0	1	55	0	0	0	0	18	1	0	0	1	0	0	0	0	0	0	0	0	37
YDL159C-B	YDL159C-B	YDL159C-B_mRNA	protein_coding	0	0	0	49	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	32
YDL159W-A	YDL159W-A	YDL159W-A_mRNA	protein_coding	0	0	1	44	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	16
YDL162C	YDL162C	YDL162C_mRNA	protein_coding	2	0	0	38	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	15
YDL163W	YDL163W	YDL163W_mRNA	protein_coding	0	0	0	39	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	22
YDL172C	YDL172C	YDL172C_mRNA	protein_coding	0	0	2	59	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	34
YDL176W	YDL176W	YDL176W_mRNA	protein_coding	0	9	0	41	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	9	18
YDL177C	YDL177C	YDL177C_mRNA	protein_coding	0	3	3	36	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	3	20
YDL180W	YDL180W	YDL180W_mRNA	protein_coding	0	4	3	36	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	4	19
YDL183C	YDL183C	YDL183C_mRNA	protein_coding	0	6	1	20	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	6	14
YDL185C-A	YDL185C-A	YDL185C-A_mRNA	protein_coding	0	0	0	35	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	13
YDL186W	YDL186W	YDL186W_mRNA	protein_coding	0	0	0	34	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	25
YDL187C	YDL187C	YDL187C_mRNA	protein_coding	0	0	1	29	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	5
YDL196W	YDL196W	YDL196W_mRNA	protein_coding	1	0	2	66	0	0	0	0	21	1	0	0	2	0	0	0	0	0	0	0	0	45
YDL199C	YDL199C	YDL199C_mRNA	protein_coding	0	14	5	76	0	0	0	0	34	0	0	0	5	0	0	0	0	0	0	0	14	42
YDL206W	YDL206W	YDL206W_mRNA	protein_coding	0	8	7	66	0	0	0	0	31	0	0	0	7	0	0	0	0	0	0	0	8	35
YDL211C	YDL211C	YDL211C_mRNA	protein_coding	0	13	10	79	0	0	0	0	35	0	0	0	10	0	0	0	0	0	0	0	13	44
YDL218W	YDL218W	YDL218W_mRNA	protein_coding	0	3	0	67	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	3	34
YDL221W	YDL221W	YDL221W_mRNA	protein_coding	0	1	2	38	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	1	3
YDL228C	YDL228C	YDL228C_mRNA	protein_coding	0	0	1	20	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	11
YDL240C-A	YDL240C-A	YDL240C-A_mRNA	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5
YDL241W	YDL241W	YDL241W_mRNA	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
YDL242W	YDL242W	YDL242W_mRNA	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
YDL247W-A	YDL247W-A	YDL247W-A_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
YDR003W-A	YDR003W-A	YDR003W-A_mRNA	protein_coding	0	0	0	26	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	16
YDR008C	YDR008C	YDR008C_mRNA	protein_coding	0	0	1	38	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	30
YDR010C	YDR010C	YDR010C_mRNA	protein_coding	4	0	2	33	0	0	0	0	14	2	0	0	2	0	0	1	0	1	1	0	0	19
YDR015C	YDR015C	YDR015C_mRNA	protein_coding	0	0	1	12	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	4
YDR018C	YDR018C	YDR018C_mRNA	protein_coding	1	2	1	12	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	2	9
YDR022C	YDR022C	YDR022C_mRNA	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2
YDR029W	YDR029W	YDR029W_mRNA	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
YDR034C-A	YDR034C-A	YDR034C-A_mRNA	protein_coding	0	1	1	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	14
YDR034C-C	YDR034C-C	YDR034C-C		0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
YDR034C-D	YDR034C-D	YDR034C-D		0	0	0	23	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	11
YDR034W-B	YDR034W-B	YDR034W-B_mRNA	protein_coding	0	1	0	15	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	5
YDR042C	YDR042C	YDR042C_mRNA	protein_coding	0	1	0	21	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	13
YDR048C	YDR048C	YDR048C_mRNA	protein_coding	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9
YDR053W	YDR053W	YDR053W_mRNA	protein_coding	0	1	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	7
YDR061W	YDR061W	YDR061W_mRNA	protein_coding	0	1	2	42	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	1	13
YDR090C	YDR090C	YDR090C_mRNA	protein_coding	0	0	2	23	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	9
YDR094W	YDR094W	YDR094W_mRNA	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR095C	YDR095C	YDR095C_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
YDR098C-A	YDR098C-A	YDR098C-A		0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
YDR098C-B	YDR098C-B	YDR098C-B		0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
YDR102C	YDR102C	YDR102C_mRNA	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3
YDR109C	YDR109C	YDR109C_mRNA	protein_coding	0	2	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	7
YDR114C	YDR114C	YDR114C_mRNA	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3
YDR118W-A	YDR118W-A	YDR118W-A_mRNA	protein_coding	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4
YDR124W	YDR124W	YDR124W_mRNA	protein_coding	0	0	1	9	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4
YDR131C	YDR131C	YDR131C_mRNA	protein_coding	0	1	1	34	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	32
YDR132C	YDR132C	YDR132C_mRNA	protein_coding	0	6	2	35	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	6	32
YDR133C	YDR133C	YDR133C_mRNA	protein_coding	0	1	2	40	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	1	26
YDR149C	YDR149C	YDR149C_mRNA	protein_coding	0	2	1	39	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	2	21
YDR154C	YDR154C	YDR154C_mRNA	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
YDR157W	YDR157W	YDR157W_mRNA	protein_coding	0	0	1	10	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	8
YDR169C-A	YDR169C-A	YDR169C-A_mRNA	protein_coding	1	0	0	10	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	9
YDR170W-A	YDR170W-A	YDR170W-A		0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
YDR182W-A	YDR182W-A	YDR182W-A_mRNA	protein_coding	0	0	0	19	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	7
YDR183C-A	YDR183C-A	YDR183C-A_mRNA	protein_coding	0	1	0	18	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	10
YDR187C	YDR187C	YDR187C_mRNA	protein_coding	0	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR193W	YDR193W	YDR193W_mRNA	protein_coding	0	0	0	21	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8
YDR194W-A	YDR194W-A	YDR194W-A_mRNA	protein_coding	0	1	0	22	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	17
YDR199W	YDR199W	YDR199W_mRNA	protein_coding	0	1	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	4
YDR203W	YDR203W	YDR203W_mRNA	protein_coding	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
YDR209C	YDR209C	YDR209C_mRNA	protein_coding	0	0	2	24	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	1
YDR210C-C	YDR210C-C	YDR210C-C		0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
YDR210C-D	YDR210C-D	YDR210C-D		0	0	0	7	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	4
YDR210W	YDR210W	YDR210W_mRNA	protein_coding	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24
YDR210W-A	YDR210W-A	YDR210W-A		0	0	0	21	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	19
YDR210W-B	YDR210W-B	YDR210W-B		0	0	0	22	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	19
YDR215C	YDR215C	YDR215C_mRNA	protein_coding	1	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	5
YDR220C	YDR220C	YDR220C_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
YDR222W	YDR222W	YDR222W_mRNA	protein_coding	0	0	1	5	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2
YDR230W	YDR230W	YDR230W_mRNA	protein_coding	0	1	0	19	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	2
YDR239C	YDR239C	YDR239C_mRNA	protein_coding	0	2	1	20	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	2	2
YDR246W-A	YDR246W-A	YDR246W-A_mRNA	protein_coding	0	1	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3
YDR248C	YDR248C	YDR248C_mRNA	protein_coding	0	0	0	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
YDR249C	YDR249C	YDR249C_mRNA	protein_coding	0	0	1	23	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	20
YDR250C	YDR250C	YDR250C_mRNA	protein_coding	0	0	0	27	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	23
YDR261C-C	YDR261C-C	YDR261C-C		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YDR261C-D	YDR261C-D	YDR261C-D		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YDR261W-A	YDR261W-A	YDR261W-A		0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8
YDR261W-B	YDR261W-B	YDR261W-B		0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8
YDR262W	YDR262W	YDR262W_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR269C	YDR269C	YDR269C_mRNA	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
YDR271C	YDR271C	YDR271C_mRNA	protein_coding	0	0	2	12	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	9
YDR274C	YDR274C	YDR274C_mRNA	protein_coding	0	0	1	16	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	12
YDR278C	YDR278C	YDR278C_mRNA	protein_coding	0	0	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	5
YDR286C	YDR286C	YDR286C_mRNA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
YDR290W	YDR290W	YDR290W_mRNA	protein_coding	0	0	1	12	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	5
YDR306C	YDR306C	YDR306C_mRNA	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
YDR316W-A	YDR316W-A	YDR316W-A		0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
YDR316W-B	YDR316W-B	YDR316W-B		0	0	0	27	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	6
YDR319C	YDR319C	YDR319C_mRNA	protein_coding	0	2	2	41	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	2	27
YDR320W-B	YDR320W-B	YDR320W-B_mRNA	protein_coding	2	1	1	42	0	0	1	0	19	1	0	0	0	0	0	0	1	0	0	0	1	23
YDR327W	YDR327W	YDR327W_mRNA	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
YDR338C	YDR338C	YDR338C_mRNA	protein_coding	0	0	1	16	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	15
YDR340W	YDR340W	YDR340W_mRNA	protein_coding	1	1	2	12	0	0	0	0	6	1	0	0	2	0	0	0	0	0	0	0	1	6
YDR341C	YDR341C	YDR341C_mRNA	protein_coding	0	0	3	18	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	5
YDR344C	YDR344C	YDR344C_mRNA	protein_coding	0	0	2	5	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1
YDR354C-A	YDR354C-A	YDR354C-A_mRNA	protein_coding	0	0	0	22	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	13
YDR355C	YDR355C	YDR355C_mRNA	protein_coding	0	0	0	23	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	13
YDR365W-B	YDR365W-B	YDR365W-B		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR366C	YDR366C	YDR366C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
YDR371C-A	YDR371C-A	YDR371C-A_mRNA	protein_coding	0	1	0	15	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	13
YDR381C-A	YDR381C-A	YDR381C-A_mRNA	protein_coding	0	0	1	24	0	0	0	0	4	0	0	2	1	0	0	0	0	0	0	0	0	18
YDR391C	YDR391C	YDR391C_mRNA	protein_coding	0	1	1	9	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	6
YDR396W	YDR396W	YDR396W_mRNA	protein_coding	0	0	0	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3
YDR401W	YDR401W	YDR401W_mRNA	protein_coding	0	0	1	54	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	18
YDR406W-A	YDR406W-A	YDR406W-A_mRNA	protein_coding	0	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8
YDR413C	YDR413C	YDR413C_mRNA	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
YDR415C	YDR415C	YDR415C_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2
YDR417C	YDR417C	YDR417C_mRNA	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
YDR426C	YDR426C	YDR426C_mRNA	protein_coding	1	0	1	12	0	0	0	0	11	1	0	0	1	0	0	0	0	0	0	0	0	1
YDR431W	YDR431W	YDR431W_mRNA	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
YDR433W	YDR433W	YDR433W_mRNA	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR442W	YDR442W	YDR442W_mRNA	protein_coding	0	1	1	27	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	22
YDR444W	YDR444W	YDR444W_mRNA	protein_coding	0	0	0	16	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11
YDR445C	YDR445C	YDR445C_mRNA	protein_coding	1	1	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	3
YDR455C	YDR455C	YDR455C_mRNA	protein_coding	0	0	2	15	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	9
YDR461C-A	YDR461C-A	YDR461C-A_mRNA	protein_coding	0	0	1	11	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	4
YDR464C-A	YDR464C-A	YDR464C-A_mRNA	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1
